"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030217","GO:0030217","T cell differentiation","41/1402","229/13303",0.000475135547772463,0.00954590509615584,0.00797065333313322,"Hspb1/Jag2/Eomes/Trp53/Crtam/Il2rg/Relb/Mafb/Gadd45g/Il15/Nckap1l/Il1a/Smad7/Foxj1/Zeb1/Socs1/Il18r1/Il6/Cyp26b1/Ripk3/Prdm1/Nfkbid/Il1b/Lepr/Ptprc/Ccr7/Clec4d/Bcl3/Syk/Dock2/Runx3/H2-DMa/Ccr2/Ptger4/Ikzf1/Il27/Nlrp3/Tnfsf4/Vav1/Wnt4/Lag3",41
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","11/1402","34/13303",0.000493678257144959,0.00987939598845601,0.00824911202987349,"Il2rg/Nckap1l/Socs1/Il6/Prkcq/Nfkbid/Ccr7/Ccr2/Nlrp3/Tnfsf4/Ceacam1",11
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity","15/1402","56/13303",0.00050883648236831,0.0101428072152083,0.00846905550839639,"Ddx58/Cd84/Gata2/Fcgr1/Hmox1/Ptafr/Itgam/Dnase1l3/Cxcl1/Syk/Cd300a/Ccr2/Fcgr3/Pomc/Blk",15
"GO:0043122","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","32/1402","166/13303",0.000522134561085821,0.0103672264609345,0.00865644140747545,"Hspb1/Trim21/Trim25/Trim30a/Trim12c/Nr1d1/Tnf/Chuk/Trim34a/Il1rl1/Optn/Trim34b/Tnfsf10/Il1a/Sqstm1/Trim6/Per1/Rnf31/Nfkbid/Cd40/Il1b/Trim30c/S100a13/Clec4d/Trim12a/Trim30d/Trim30b/Nod1/Fasl/Tnfrsf19/Tnfsf11/Prkd1",32
"GO:0050921","GO:0050921","positive regulation of chemotaxis","24/1402","112/13303",0.000528867229948973,0.0104600471977846,0.00873394499755994,"Hspb1/Fgfr1/Ccl5/Pla2g7/Csf1r/Serpine1/Nckap1l/S100a14/C3ar1/Edn1/Ccl2/S1pr1/Smoc2/Ccr4/Il1b/P2ry12/Ccr7/Cxcr2/Cxcl12/Slamf1/Ccr2/Dysf/Gas6/Prkd1",24
"GO:0045055","GO:0045055","regulated exocytosis","36/1402","195/13303",0.000570469058226677,0.0112391248952178,0.00938446039481828,"P2rx7/Rab3gap1/Chrnb2/Cd84/Syt7/Nckap1l/Syt11/Gata2/Stx11/Hmox1/Vamp2/Nr4a3/Ptafr/Rab15/Lat2/Nlgn1/Nr3c2/Itgam/Syk/Cd300a/Grin3a/Adcy1/Scamp5/Abca12/Ccr2/Mical1/Ppfia3/Doc2b/Rims3/Lat/Prkcg/Klrc1/Adora2a/Baiap3/Blk/Apba1",36
"GO:0010575","GO:0010575","positive regulation of vascular endothelial growth factor production","8/1402","20/13303",0.000587236317595292,0.0114364835338577,0.00954925118993433,"Il1a/Eif2ak3/C3ar1/Il6/Cyp1b1/Il1b/Hpse/Flt4",8
"GO:0032753","GO:0032753","positive regulation of interleukin-4 production","8/1402","20/13303",0.000587236317595292,0.0114364835338577,0.00954925118993433,"Havcr2/Il33/Cebpb/Prkcq/Syk/Nlrp3/Il20rb/Tnfsf4",8
"GO:1902187","GO:1902187","negative regulation of viral release from host cell","8/1402","20/13303",0.000587236317595292,0.0114364835338577,0.00954925118993433,"Trim21/Trim25/Trim30a/Trim26/Trim12c/Trim12a/Trim30d/Trim15",8
"GO:1903793","GO:1903793","positive regulation of anion transport","12/1402","40/13303",0.000601525611386259,0.0116700560407494,0.00974427989196222,"P2rx7/Rab3gap1/Il1a/Cebpb/Edn1/Ptafr/Abcb1a/Il1b/Cftr/Abat/Adora2a/Tnfsf11",12
"GO:0030101","GO:0030101","natural killer cell activation","16/1402","63/13303",0.000639040223386267,0.0123507279675756,0.0103126282997536,"Havcr2/Id2/Ulbp1/Il15/Stx11/Il18r1/Il2rb/Prdm1/Ptprc/Slamf1/Ikzf1/Klrc1/Gas6/Pglyrp4/Klrb1c/Pglyrp2",16
"GO:0050432","GO:0050432","catecholamine secretion","11/1402","35/13303",0.000652158183126074,0.0125565153213251,0.0104844569153283,"Ly6e/Chrnb2/Syt7/Syt11/Ptgs1/P2ry12/Cxcl12/Cnr1/Abat/Adora2a/Oxtr",11
"GO:0032673","GO:0032673","regulation of interleukin-4 production","9/1402","25/13303",0.000665171369699709,0.0126631688096765,0.010573510595818,"Ddit3/Havcr2/Il33/Cebpb/Prkcq/Syk/Nlrp3/Il20rb/Tnfsf4",9
"GO:0046597","GO:0046597","negative regulation of viral entry into host cell","9/1402","25/13303",0.000665171369699709,0.0126631688096765,0.010573510595818,"Trim25/Trim30a/Trim26/Ly6e/Trim12c/Trim12a/Trim30d/Ptx3/Ifitm1",9
"GO:0050901","GO:0050901","leukocyte tethering or rolling","9/1402","25/13303",0.000665171369699709,0.0126631688096765,0.010573510595818,"Tnf/Itgb7/Fut4/Ccl25/Ptafr/Selplg/Jam2/Cxcl12/Ccr2",9
"GO:2000108","GO:2000108","positive regulation of leukocyte apoptotic process","10/1402","30/13303",0.000679323355591296,0.0128490764548522,0.010728740024222,"P2rx7/Cd274/Ccl5/Trp53/Nr4a3/Nfkbid/Ido1/Pdcd1/Ceacam1/Blk",10
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","13/1402","46/13303",0.000680893747752227,0.0128490764548522,0.010728740024222,"Gm11127/H2-T24/H2-Q10/Ctse/Fcgr1/Gm8909/H2-Q1/H2-Q2/Slc11a1/H2-DMa/Fcgr3/Abcb9/Clec4a1",13
"GO:0015849","GO:0015849","organic acid transport","37/1402","204/13303",0.000682520291719477,0.0128490764548522,0.010728740024222,"P2rx7/Rab3gap1/Slc38a6/Slco1a6/Lrrc8d/Plin2/Slc23a2/Slco1a5/Il1a/Epm2a/Edn1/Slc15a4/Slc25a21/Slc16a3/Slc17a8/Abcb1a/Rgs2/Il1b/AU018091/Syk/Slc11a1/Pparg/Slc6a14/Slc26a8/Slc7a7/Il1rn/Abat/Slc13a2/Slc7a3/Slc29a4/Slc5a8/Emb/Ceacam1/Adora2a/Tnfsf11/Apba1/Slc7a2",37
"GO:0002827","GO:0002827","positive regulation of T-helper 1 type immune response","7/1402","16/13303",0.000689188580691874,0.0128792116016794,0.0107539023117246,"Arid5a/Il18r1/Il1b/Slc11a1/Slamf1/Ccr2/Il23r",7
"GO:0007130","GO:0007130","synaptonemal complex assembly","7/1402","16/13303",0.000689188580691874,0.0128792116016794,0.0107539023117246,"Sycp1/Syce2/Hormad1/Tex11/Sycp3/Tex15/Cpeb1",7
"GO:0042886","GO:0042886","amide transport","40/1402","226/13303",0.000700402470122834,0.0130408269437156,0.0108888481185088,"Ccl5/Nr1d1/Tnf/Car2/Syt7/Pfkfb2/Ptprn/Cdh17/Aqp3/Inhbb/Cpt1a/Il6/Slc15a3/Edn1/Slc15a4/Kalrn/Abcb1a/Il1b/Trpm2/Lepr/Nos2/Brsk2/Pparg/Myrip/Cftr/Il1rn/Abca12/Ildr1/Piwil4/Slc14a1/Ptger4/Cnr1/Abat/Abcb9/Doc2b/Adcy8/Tnfsf11/Abcg1/Baiap3/Blk",40
"GO:0022410","GO:0022410","circadian sleep/wake cycle process","6/1402","12/13303",0.000714331551167792,0.0132516323889996,0.0110648667472476,"Chrnb2/Il6/Nlgn1/Ptger4/Adora2a/Csf2",6
"GO:0015833","GO:0015833","peptide transport","37/1402","205/13303",0.000750334447018879,0.0138689090698071,0.0115802813028904,"Ccl5/Nr1d1/Tnf/Car2/Syt7/Pfkfb2/Ptprn/Cdh17/Inhbb/Cpt1a/Il6/Slc15a3/Edn1/Slc15a4/Kalrn/Il1b/Trpm2/Lepr/Nos2/Brsk2/Pparg/Myrip/Cftr/Il1rn/Abca12/Ildr1/Piwil4/Ptger4/Cnr1/Abat/Abcb9/Doc2b/Adcy8/Tnfsf11/Abcg1/Baiap3/Blk",37
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","15/1402","58/13303",0.000761340543424976,0.0140213550080767,0.0117075708279539,"Il2rg/Nckap1l/Socs1/Il6/Prkcq/Nfkbid/Ptprc/Ccr7/Syk/Runx3/Ccr2/Ikzf1/Nlrp3/Tnfsf4/Ceacam1",15
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","13/1402","47/13303",0.000851740010378603,0.0156295829341315,0.0130504112553545,"Cadm1/Havcr2/Serpinb9/Crtam/Ulbp1/Stx11/Serpinb9c/Klrb1b/Klrc1/Ceacam1/Klrb1c/Vav1/Lag3",13
"GO:0034341","GO:0034341","response to interferon-gamma","23/1402","109/13303",0.000857196734437671,0.0156415485284163,0.0130604023041873,"Gbp2b/Trim21/Sp100/Ccl5/Trp53/Ccl4/Mrc1/Gch1/Stx11/Socs1/Ccl25/Ccl2/Ccl20/Cd40/Nos2/Cdc42ep2/Slc11a1/Pparg/Evl/Was/Ccl9/Ifitm1/Il23r",23
"GO:0001911","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","8/1402","21/13303",0.000861623763123464,0.0156415485284163,0.0130604023041873,"Havcr2/Serpinb9/Nckap1l/Ptprc/Serpinb9c/Muc4/Klrb1b/Ceacam1",8
"GO:0071624","GO:0071624","positive regulation of granulocyte chemotaxis","8/1402","21/13303",0.000861623763123464,0.0156415485284163,0.0130604023041873,"Nckap1l/S100a14/C3ar1/Edn1/Il1b/Ccr7/Cxcr2/Dysf",8
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","28/1402","143/13303",0.000880239293000133,0.0158661571855308,0.0132479463582551,"Ccl5/Csf1r/Tnf/Id2/Klf10/Car2/Il2rg/Il15/Nckap1l/Pou4f1/Socs1/Inpp5d/Il6/Prdm1/Nfkbid/Itgam/Hcls1/Ptprc/Ccr7/Syk/Runx3/H2-DMa/Ccr2/Ikzf1/Nlrp3/Gas6/Tnfsf4/Tnfsf11",28
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","28/1402","143/13303",0.000880239293000133,0.0158661571855308,0.0132479463582551,"Ccl5/Csf1r/Tnf/Id2/Klf10/Car2/Il2rg/Il15/Nckap1l/Pou4f1/Socs1/Inpp5d/Il6/Prdm1/Nfkbid/Itgam/Hcls1/Ptprc/Ccr7/Syk/Runx3/H2-DMa/Ccr2/Ikzf1/Nlrp3/Gas6/Tnfsf4/Tnfsf11",28
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","60/1402","380/13303",0.000885080353924075,0.0158970439540497,0.0132737362359006,"P2rx7/Gab1/Trim30a/Trim12c/Fgfr1/Ccl5/Csf1r/Ngf/Tnf/Havcr2/Cd84/Icam1/Ccl4/Fgd4/Gadd45a/Gadd45g/Ndrg4/Il11/Taok3/Il1a/Egfr/Igfbp6/Il6/Tpd52l1/Ccl25/Edn1/Ccl2/Ccl20/Cd40/Il1b/Epgn/Lepr/Gdf15/Ptprc/Ccr7/Trim12a/Nox1/Syk/Trim30d/Nrk/Cxcl12/Fgf9/Slamf1/Il1rn/Bmp2/Pde8a/Nod1/Flt4/Pde6g/Acta2/Osm/Plce1/Tnfrsf19/Map3k13/Fgfr4/Gas6/Ccl9/Mst1r/Ceacam1/Tnfsf11",60
"GO:0090087","GO:0090087","regulation of peptide transport","30/1402","157/13303",0.000892118229995349,0.0159670315600928,0.0133321745861425,"Ccl5/Nr1d1/Tnf/Car2/Syt7/Pfkfb2/Inhbb/Cpt1a/Il6/Kalrn/Il1b/Trpm2/Lepr/Nos2/Brsk2/Pparg/Myrip/Cftr/Abca12/Ildr1/Piwil4/Ptger4/Cnr1/Abat/Doc2b/Adcy8/Tnfsf11/Abcg1/Baiap3/Blk",30
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis","17/1402","71/13303",0.000906901642894711,0.0161746703538029,0.013505549119673,"Ccl5/Pla2g7/Csf1r/Serpine1/Nckap1l/S100a14/C3ar1/Edn1/Ccl2/Il1b/Ccr7/Cxcr2/Cxcl12/Slamf1/Ccr2/Dysf/Gas6",17
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","15/1402","59/13303",0.000923062156516545,0.0162270448409806,0.0135492808430235,"Il2rg/Nckap1l/Smad7/Socs1/Il6/Prdm1/Nfkbid/Ccr7/Syk/Runx3/Ccr2/Ikzf1/Il27/Nlrp3/Tnfsf4",15
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process","15/1402","59/13303",0.000923062156516545,0.0162270448409806,0.0135492808430235,"P2rx7/Cd274/Ccl5/Trp53/Serpinb9/Hsh2d/Ripk3/Prkcq/Nfkbid/Gimap8/Ido1/Pdcd1/Tnfsf4/Ceacam1/Blk",15
"GO:0110110","GO:0110110","positive regulation of animal organ morphogenesis","9/1402","26/13303",0.000923097590482972,0.0162270448409806,0.0135492808430235,"Fgfr1/Cd34/Edn1/Wnt11/Bmp2/Wnt2b/Sox8/Fgfr4/Wnt4",9
"GO:1904994","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","9/1402","26/13303",0.000923097590482972,0.0162270448409806,0.0135492808430235,"Tnf/Klf4/Icam1/Fut4/Il6/Ccl25/Ptafr/Cxcl12/Ccr2",9
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","20/1402","90/13303",0.00092580031553893,0.0162270448409806,0.0135492808430235,"Ccl5/Pla2g7/Csf1r/Serpine1/Nbl1/Mtus1/Nckap1l/S100a14/C3ar1/Edn1/Ccl2/Il1b/Ccr7/Cxcr2/Cxcl12/Slamf1/Ccr2/Dusp1/Dysf/Gas6",20
"GO:0032635","GO:0032635","interleukin-6 production","26/1402","130/13303",0.00095525881298148,0.0166858438020098,0.0139323694481509,"P2rx7/Ddx58/Trim30a/Arid5a/Tnf/Havcr2/Il33/Cd84/Nckap1l/Syt11/Il1a/Foxj1/Inpp5d/Il6/Cebpb/Ptafr/Il1b/Nos2/Syk/Irak3/Slamf1/Ereg/Nod1/Gas6/Tnfsf4/C1qtnf4",26
"GO:0050853","GO:0050853","B cell receptor signaling pathway","12/1402","42/13303",0.00097598516971973,0.0169894952660458,0.0141859127768924,"Blnk/Nckap1l/Lat2/Trbc1/Ptprc/Syk/Plcl2/Cd300a/Cd79a/Trdc/Trbc2/Blk",12
"GO:0009991","GO:0009991","response to extracellular stimulus","46/1402","275/13303",0.0010250821126167,0.0177832504383299,0.0148486835928526,"Atf3/Sgip1/P2rx7/Nprl3/Ddit3/Angptl4/Bglap3/Trp53/Nr4a2/Prl2c3/Klf10/Cpeb4/Gatm/Map1lc3a/Prl2c2/Aqp3/Cd68/Acacb/Eif2ak3/Inhbb/Bmp8b/Suox/Sesn2/Nim1k/Rragd/Cdkn1a/Lrp11/Gdf15/Ptprc/Pmaip1/Brsk2/Pparg/Foxa3/Pdk4/Zfp36/Wnt2b/Prkcg/Pomc/Gas6/Kif26a/Wnt4/Bmf/Rasgrp4/Prkd1/Pdk2/Rragb",46
"GO:0002228","GO:0002228","natural killer cell mediated immunity","13/1402","48/13303",0.00105712265572216,0.0181766920892391,0.0151772000587742,"Cadm1/Havcr2/Serpinb9/Crtam/Ulbp1/Stx11/Serpinb9c/Klrb1b/Klrc1/Ceacam1/Klrb1c/Vav1/Lag3",13
"GO:1903556","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","13/1402","48/13303",0.00105712265572216,0.0181766920892391,0.0151772000587742,"Trim30a/Cd274/Havcr2/Gstp2/Syt11/Cd34/Bcl3/Irak3/Slamf1/Ptger4/Pomc/Clec4a1/Gas6",13
"GO:0002643","GO:0002643","regulation of tolerance induction","7/1402","17/13303",0.00106566312388719,0.0181766920892391,0.0151772000587742,"Cd274/Havcr2/Foxj1/Ccr7/Irak3/Ido1/Pdcd1",7
"GO:0035094","GO:0035094","response to nicotine","7/1402","17/13303",0.00106566312388719,0.0181766920892391,0.0151772000587742,"Tnf/Chrnb2/Hmox1/Atp1a2/Chrnb4/Cnr1/Abat",7
"GO:0090026","GO:0090026","positive regulation of monocyte chemotaxis","7/1402","17/13303",0.00106566312388719,0.0181766920892391,0.0151772000587742,"Ccl5/Pla2g7/Serpine1/S100a14/Ccl2/Cxcl12/Ccr2",7
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","17/1402","72/13303",0.00107279315891633,0.0181766920892391,0.0151772000587742,"Atf3/Tnfrsf26/Sp100/Ngf/Skil/Tnf/Serpine1/Mal/Icam1/Tnfrsf23/Hmox1/Faim2/Bmpr1b/Pmaip1/Fasl/Timp3/Tmc8",17
"GO:0050871","GO:0050871","positive regulation of B cell activation","17/1402","72/13303",0.00107279315891633,0.0181766920892391,0.0151772000587742,"Chrnb2/Il2rg/Nckap1l/Inpp5d/Il6/Mad2l2/Prdm1/Cdkn1a/Cd40/Trbc1/Ptprc/Syk/Tnfsf13b/Trdc/Trbc2/Tnfsf4/Tnfrsf13c",17
"GO:0045765","GO:0045765","regulation of angiogenesis","40/1402","231/13303",0.00108489271545558,0.01832063014173,0.0152973856573419,"Hspb1/Gab1/Id1/Sp100/Ccl5/Tnf/Serpine1/Klf4/Gadd45a/Stab1/Cd34/Gata2/Sema6a/Prl2c2/Angpt2/Il1a/Hmox1/C3ar1/Ppp1r15a/Ccl2/Smoc2/Cyp1b1/Ppp1r16b/Cd40/Il1b/Gpr4/Pparg/Rgcc/Itgax/Cxcr2/Hhex/Ccr2/Fasl/Apoh/Cysltr1/Adgrb2/Hyal1/Ceacam1/Notch4/Prkd1",40
"GO:0019722","GO:0019722","calcium-mediated signaling","27/1402","138/13303",0.00109143690087343,0.0183701118117206,0.0153387019321076,"Tnf/Ncald/Eif2ak3/L1cam/Edn1/Lat2/Nfatc4/Ccrl2/Ccr4/Ccl20/Trpm2/P2ry12/Ptprc/Ccr7/Syk/Tenm2/Cxcr2/Casq2/Ccr2/Adgrb2/Lat/Pomc/Itgal/Ceacam1/Tnfsf11/Pdk2/Akap6",27
"GO:0002369","GO:0002369","T cell cytokine production","11/1402","37/13303",0.0010969365250839,0.0184017437524801,0.015365114014724,"Arid5a/Crlf2/Smad7/Il18r1/Il6/Il1b/Slc11a1/Slamf1/Ccr2/Nlrp3/Tnfsf4",11
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","29/1402","152/13303",0.0011048389192296,0.018473342850145,0.0154248979305186,"Ccl5/Nr1d1/Tnf/Syt7/Pfkfb2/Inhbb/Cpt1a/Il6/Kalrn/Il1b/Trpm2/Lepr/Nos2/Brsk2/Pparg/Myrip/Cftr/Abca12/Ildr1/Piwil4/Ptger4/Cnr1/Abat/Doc2b/Adcy8/Tnfsf11/Abcg1/Baiap3/Blk",29
"GO:0009914","GO:0009914","hormone transport","41/1402","239/13303",0.0011415975034814,0.0190253774104786,0.0158858365281692,"Fgfr1/Ccl5/Nr1d1/Tnf/Syt7/Pfkfb2/Il11/Ptprn/Inhbb/Cpt1a/Vamp2/Il6/Edn1/Gdf9/Kalrn/Abcb1a/Il1b/Trpm2/Lepr/Nos2/Brsk2/Pparg/Myrip/Cftr/Il1rn/Abca12/Ildr1/Piwil4/Ptger4/Cnr1/Abat/Sox11/Doc2b/Osm/Pomc/Fgfr4/Adcy8/Tnfsf11/Abcg1/Baiap3/Blk",41
"GO:0072683","GO:0072683","T cell extravasation","6/1402","13/13303",0.00120873432315967,0.0200784201458189,0.0167651076401093,"Ccl5/Icam1/Ccl2/Ripk3/Ccr2/Itgal",6
"GO:0002707","GO:0002707","negative regulation of lymphocyte mediated immunity","12/1402","43/13303",0.00122588068689492,0.0202856141044565,0.0169381107446221,"Havcr2/Serpinb9/Nckap1l/Smad7/Foxj1/Ptprc/Serpinb9c/Muc4/Klrb1b/Slamf1/Il20rb/Ceacam1",12
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","29/1402","153/13303",0.0012291892866757,0.0202856141044565,0.0169381107446221,"Hspb1/Id2/Crtam/Il2rg/Il15/Nckap1l/Smad7/Foxj1/Zeb1/Socs1/Inpp5d/Il6/Cyp26b1/Prdm1/Nfkbid/Ptprc/Ccr7/Syk/Runx3/H2-DMa/Ccr2/Ikzf1/Il27/Nlrp3/Gas6/Pglyrp4/Tnfsf4/Pglyrp2/Lag3",29
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","9/1402","27/13303",0.00125656932272877,0.0206703620305189,0.0172593681118801,"Nckap1l/Il1a/C3ar1/Edn1/Il1b/Ccr7/Cxcr2/Dysf/Ptger4",9
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","17/1402","73/13303",0.00126375548860882,0.0207215133825762,0.0173020785401384,"Il2rg/Relb/Gadd45g/Nckap1l/Smad7/Socs1/Il18r1/Il6/Nfkbid/Ccr7/Bcl3/Runx3/Ccr2/Ptger4/Il27/Nlrp3/Tnfsf4",17
"GO:0030641","GO:0030641","regulation of cellular pH","16/1402","67/13303",0.00130833158438504,0.0213834387248525,0.0178547738982585,"Trp53/Atp6v0d1/Car2/Slc9b1/Slc9a2/Cln5/Slc4a5/Atp6v0a4/Hvcn1/Nox1/Slc11a1/Cftr/Fasl/Slc9a4/Car7/Slc9a9",16
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","21/1402","99/13303",0.00131591428807602,0.0214384369432385,0.0179006963884025,"Eomes/Il2rg/Relb/Gadd45g/Nckap1l/Smad7/Socs1/Il18r1/Il6/Prdm1/Nfkbid/Ccr7/Bcl3/Syk/Runx3/Ccr2/Ptger4/Ikzf1/Il27/Nlrp3/Tnfsf4",21
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","15/1402","61/13303",0.00133456221618203,0.0215479754960415,0.017992159044087,"Eomes/Relb/Gadd45g/Smad7/Il18r1/Il6/Nfkbid/Ccr7/Clec4d/Bcl3/Ccr2/Ptger4/Il27/Nlrp3/Tnfsf4",15
"GO:0032729","GO:0032729","positive regulation of interferon-gamma production","15/1402","61/13303",0.00133456221618203,0.0215479754960415,0.017992159044087,"Arid5a/Tnf/Havcr2/Crtam/Ulbp1/Il18r1/Il1b/Bcl3/Slc11a1/Slamf1/Ccr2/Il27/Tnfsf4/Tnfrsf13c/Il23r",15
"GO:0070231","GO:0070231","T cell apoptotic process","14/1402","55/13303",0.00133535555405333,0.0215479754960415,0.017992159044087,"Cd274/Ccl5/Trp53/Serpinb9/Tnfrsf23/Ripk3/Prkcq/Nfkbid/Gimap8/Fasl/Ido1/Pdcd1/Tnfsf4/Ceacam1",14
"GO:0019932","GO:0019932","second-messenger-mediated signaling","34/1402","190/13303",0.00140069859962148,0.0225105851203429,0.018795920189118,"Tnf/Pde2a/Egfr/Ncald/Eif2ak3/L1cam/Edn1/Lat2/Nfatc4/Ccrl2/Ccr4/Ccl20/Trpm2/Nos2/P2ry12/Ptprc/Ccr7/Syk/Tenm2/Cxcr2/Casq2/Ccr2/Ptger4/Gucy1a2/Adgrb2/Lat/Pomc/Itgal/Rasd1/Adcy8/Ceacam1/Tnfsf11/Pdk2/Akap6",34
"GO:0051047","GO:0051047","positive regulation of secretion","44/1402","264/13303",0.0014038669059903,0.0225105851203429,0.018795920189118,"P2rx7/Rab3gap1/Fgfr1/Chrnb2/Prl2c3/Syt7/Pfkfb2/Gata2/Prl2c2/Il1a/Inhbb/Edn1/Ptafr/Rab15/Slc6a4/Prkcq/Nlgn1/Il1b/Trpm2/Itgam/Sytl2/Lepr/Syk/Myrip/Rgcc/Cxcl12/Scamp5/Cftr/Bmp2/Ildr1/Ptger4/Ttn/Abat/Sox11/Doc2b/Fgfr4/Klrc1/Adcy8/Adora2a/Tnfsf11/Abcg1/Oxtr/Baiap3/Blk",44
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","33/1402","183/13303",0.00143108949185503,0.0228749304625759,0.0191001417780851,"Gbp2b/Trim21/Trim25/Trim30a/Ifi27/Trim26/Ly6e/Trim12c/Ccl5/Csf1r/Trim34a/Icam1/Pcx/Trim34b/Trim6/4930486L24Rik/Trim30c/Alyref2/Trim12a/Cxcl1/Trim30d/Gpx2/Ptx3/Trim30b/Tmprss11d/Pomc/Gas6/Trim15/Pglyrp4/Tmprss4/Ceacam1/Ifitm1/Pglyrp2",33
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","21/1402","100/13303",0.00150386153782317,0.0239141573548891,0.0199678769178816,"Serpinb2/Tnf/Herpud1/Serpine1/Serpinb6b/Klf4/Serpinb9/Anxa8/Serpind1/Il6/Serpinb8/Serpinb9c/Serpina3i/Serpinb1a/Mical1/Serpini1/Timp3/Gas6/Fetub/Adora2a/Wnt9a",21
"GO:1903706","GO:1903706","regulation of hemopoiesis","49/1402","303/13303",0.00151414740352596,0.0239141573548891,0.0199678769178816,"Hspb1/Ccl5/Nfkbia/Csf1r/Tnf/Id2/Crtam/Klf10/Car2/Rbm15/Il2rg/Mafb/Fbn1/Il15/Nckap1l/Pou4f1/Gata2/Smad7/Foxj1/Zeb1/Socs1/Inpp5d/Il6/Cebpb/Cyp26b1/Prdm1/Nfkbid/Lmo2/Itgam/Hcls1/Ptprc/Ccr7/Syk/Runx3/H2-DMa/Ccr2/Zfp36/Ikzf1/Il27/Nlrp3/Lox/Gas6/L3mbtl1/Pglyrp4/Tnfsf4/Ceacam1/Tnfsf11/Pglyrp2/Lag3",49
"GO:0002791","GO:0002791","regulation of peptide secretion","29/1402","155/13303",0.00151471051906059,0.0239141573548891,0.0199678769178816,"Ccl5/Nr1d1/Tnf/Syt7/Pfkfb2/Inhbb/Cpt1a/Il6/Kalrn/Il1b/Trpm2/Lepr/Nos2/Brsk2/Pparg/Myrip/Cftr/Abca12/Ildr1/Piwil4/Ptger4/Cnr1/Abat/Doc2b/Adcy8/Tnfsf11/Abcg1/Baiap3/Blk",29
"GO:0046879","GO:0046879","hormone secretion","40/1402","235/13303",0.00151523810619774,0.0239141573548891,0.0199678769178816,"Fgfr1/Ccl5/Nr1d1/Tnf/Syt7/Pfkfb2/Il11/Ptprn/Inhbb/Cpt1a/Vamp2/Il6/Edn1/Gdf9/Kalrn/Il1b/Trpm2/Lepr/Nos2/Brsk2/Pparg/Myrip/Cftr/Il1rn/Abca12/Ildr1/Piwil4/Ptger4/Cnr1/Abat/Sox11/Doc2b/Osm/Pomc/Fgfr4/Adcy8/Tnfsf11/Abcg1/Baiap3/Blk",40
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","12/1402","44/13303",0.00152647733782202,0.0239141573548891,0.0199678769178816,"Il2rg/Nckap1l/Socs1/Il6/Nfkbid/Ccr7/Syk/Runx3/Ccr2/Ikzf1/Nlrp3/Tnfsf4",12
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","12/1402","44/13303",0.00152647733782202,0.0239141573548891,0.0199678769178816,"Ccl5/Csf1r/Nckap1l/S100a14/C3ar1/Edn1/Ccl2/Il1b/Ccr7/Cxcr2/Slamf1/Dysf",12
"GO:0032612","GO:0032612","interleukin-1 production","19/1402","87/13303",0.00152903819404662,0.0239141573548891,0.0199678769178816,"Hspb1/P2rx7/Aim2/Tnf/Havcr2/Gstp2/Il6/Ccl20/Ifi205/Il1b/Ccr7/S100a13/Serpinb1a/Ptger4/Nod1/Nlrp3/Gas6/Ceacam1/Casp4",19
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","10/1402","33/13303",0.00156004242440834,0.0241759013514256,0.0201864282901619,"Gm11127/H2-T24/H2-Q10/Fcgr1/Gm8909/H2-Q1/H2-Q2/Fcgr3/Abcb9/Clec4a1",10
"GO:0002691","GO:0002691","regulation of cellular extravasation","10/1402","33/13303",0.00156004242440834,0.0241759013514256,0.0201864282901619,"Icam1/Il1a/Fut4/Ccl25/Ptafr/Ccl2/Ripk3/Cxcl12/Ccr2/Ptger4",10
